id,name,barcode,category
6f4db0e0-c96e-41d9-81b9-3421cf4f059c,Pipi Place Macho,,Cães / Gatos
a65d2588-78a2-4d49-8352-8cc704033258,Pipi Vet 20ml,7891126001568,Adestradores
e9795f78-a9be-46ff-9b82-20dfc1bb6427,Plasdog Bebed Automatico 10l,7893393030043,Utencílios
3b2b7ab9-e37f-4d65-bb5d-28fc3a7e6bb3,Po De Banho Seco Aromatizado Pote 500Gr,7898924141427,Hamster
46236204-f83d-4908-aa5c-2df1e48d98f6,Po De Banho Seco Em Pote 1kg,7898322629985,Hamster
7be39df9-d608-4e54-b019-9ae13a84c229,Poleiro Meia Lua Papagaio 522 P,7898154110033,Pássaro
f10e1265-f8bb-44e3-bf8b-1e18dff2d3cb,Poleiro Papagaio Epo X 526E G,7898154110026,Pássaro
f27cc5e4-e119-469d-9884-40477febda30,Postinho P / Tapetes Higienicos Tam. G Top PET,7898404461250,Utencílios
1b172b14-f6dd-4f33-b3b7-7de73d69f714,Prediderm 20Mg C / 1 Comprimido,7898019867157,Antiinflamatórios
ce2f6650-31bd-4195-91dc-88d84557dad0,Prediderme 5 Mg C / 1 Comprimido,7898019867140,Antiinflamatórios
e790756e-9a13-4bd1-aaab-a62cbe662067,"Premier Gatos Cast 6 Meses A 6 Anos Frango 1,5kg",7897348202370,Premier Gatos Frasco
f92ef802-9889-45dd-9b37-c4ad649bed2f,Premier Nc Caes Adulto Rp Cardio 10kg,,Premier Nc Caes Sc
85c2e953-34a5-431b-9f1c-cb9f15d2f684,"Premier Re Caes Adulto Lhasa Apso 1,0kg",7897348203261,Premier Caes Frasco
283cbec1-93a7-4df9-a876-b3c04f007e3c,"Premier Re Caes Adulto Shih Tzu Frango 7,5kg",7897348203957,Premier Caes Sc
c82879a7-b6d5-4a24-b3ef-802f9496ccfd,"Premier Re Caes Fil Pug Frango 2,5kg",5000000053568,Premier Caes Frasco
4fe16181-d4ef-4355-ab10-73a7cb811e1c,Premier Sn Caes Adulto Rg Fran / Corin Chia / Quinoa 12kg,,Premier Caes Sc
e3aa3703-569c-4a01-90d1-15536c7091b4,Premier Sn Caes Adulto Rg Frango Korin 12kg,5000000036950,Premier Caes Sc
d833e34e-2779-4879-bdb0-2a0c37746c79,Premier Sn Caes Adulto Rp Fran / Batata / Doce 10kg,,Premier Caes Sc
720699ff-d0f3-47ed-8819-90900f987fdd,Premier Vitta Nt Caes Adulto Rp Fran / Cer 6kg,,Premier Caes Sc
34b031b6-80fa-4d94-a746-fdee5b7732b2,Preve - Gest 20Mg C / 1 Comprimido,7898201802171,Anticoncepcionais
2ac680b6-38fe-43a7-9b55-bd4e427d1482,Preve - Gest 5Mg C / 1 Comprimido,7898201802164,Anticoncepcionais
476238e7-4f5f-4420-b583-29efe695dee4,Previco X 227Mg C / 1 Comprimido,7898053773148,Antiinflamatórios
c9b80d19-50bd-4402-9d18-8d07bd3fe5ab,Previco X 57Mg C / 1 Comprimido,7898053773131,Antiinflamatórios
cbd39a93-2ef0-439a-93de-ba7aa32cedc0,Previn Sabao Antipulgas 80g,7891126002176,Antiparasitario
7ba81a8d-062b-44c2-8637-8cc1b04039df,Previn Shampoo 300ml,7891126002138,Antiparasitario
89d33ac0-e822-45b4-9ebd-0198dc5fe0fc,Previn Shampoo 500ml,7891126002152,Antiparasitario
d06401ca-6240-4862-bc73-ef1817131e09,Previn Talco 100g,7891126002121,Antiparasitario
532b8a38-d32f-4fb6-9aa6-55086c390848,Primociclin 100Mg C / 1 Comprimido,7891126001582,Antibióticos
033569ae-939a-40a3-ab87-c652090c4659,Primociclin 50Mg C / 1 Comprimido,7891126001018,Antibióticos
ab060db0-f9b8-4655-9f06-95e4da389813,Pro - Parto 30ml,7898935931499,Homeopáticos
14ec7333-a57a-4460-8d96-cf01f2ab6a78,Pro Plan Urinary Frango 1kg,7891000102190,Rações Medicamentosas Gatos
6566021d-c43e-494a-a9c8-3f2421a8b5b9,Probiotico Vetnil 14g,7898053580760,Reguladores Intestinais
e4b25190-3958-4aeb-acd5-af13cf38da2d,Probsil Probiotico 14g,7898232036934,Homeopáticos
661ae0cc-5176-4684-9451-398388b273d5,Proe X 200Mg C / 20 Comprimido,7898146300329,Vaso Dilatadores
8561b2f5-b111-4562-a1b8-5782c38ca95f,Proe X 50Mg C / 20 Comprimido,7898146300305,Vaso Dilatadores
65dc58c4-9681-4a5e-bd63-01011c56fbd7,"Profender Spoton P / Gatos 0,5 - 2,5kg",7891106006736,Remédios
27b5e616-bfba-4cef-be3c-065ba9e0effa,"Profender Spoton P / Gatos 5 - 8kg 1,12ml",7891106006750,Remédios
0a760a3a-80e3-4d0b-b209-0f0abf52c320,Promater 1l,7898053582054,Tratamentos Aves
fd3064ea-d519-4910-838e-d1ee6632a8f8,Promun Cat Pasta 30g,7898195863608,Suplementos Alimentares
83825f3d-f774-48a5-9ee9-41dcbf17645e,Promun Cat Probiotico 50g,7898195861000,Reguladores Intestinais
7b282ccb-8327-4b51-a3e1-1d3212487cc7,Promun Dog 150g,7898195860911,Suplementos Alimentares
14e02919-0bc3-4411-a2e2-9905cd013335,Promun Dog Probiotico 50g,7898195860638,Reguladores Intestinais
a58704cf-d2bd-4608-b0e9-0c211955f67b,"Promun Dog Tabs C / 30Comp 52,5g",7898195861338,Suplementos Alimentares
d9051737-f62e-4d0a-bcf2-ee403275ec37,Promun Dog Tabs C / 60Comp 105g,7898195861314,Suplementos Alimentares
ee812c88-f531-44a1-a56f-e55866236e91,Proplan Urinary Gato 1kg,7891000308363,Rações Medicamentosas Gatos
01402bf9-2a18-45d3-b44d-aac7d64160fd,Proplan Urinay Gato 400g,7891000318904,Rações Medicamentosas Gatos
